prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,origin,label,A_P,B_P,C_P,ingr_extra,extra_P,duration,date_month,buydate_month,buydate_season,buydate_year
KCMD,C,2023-05-14,2023-05-16,131.5668,5.8858,6.0798,F3,510.93,수성,0,0.2575045505255123,0.01151977766034486,0.011899477423521812,367.3976,0.719076194390621,2,5,5,Spring,2023
GBMD,L,2023-05-19,2023-06-07,129.7596,7.4205,6.0286,F3,722.47,창하,1,0.17960551995238558,0.010271014713413705,0.00834442952648553,579.2613,0.8017790358077151,19,5,6,Summer,2023
JJBB,L,2023-04-13,2023-04-16,324.3196,5.9616,6.1017,F2,1980.14,오포,0,0.1637861969355702,0.0030106962133990525,0.003081448786449443,1643.7571000000003,0.8301216580645814,3,4,4,Spring,2023
KCMD,K,2023-05-19,2023-07-02,127.9765,5.7947,6.6168,F3,510.72,수성,0,0.25058055294486214,0.011346138784461151,0.012955827067669172,370.332,0.7251174812030075,44,5,7,Summer,2023
KCMD,K,2023-04-05,2023-05-13,317.3261,6.2643,6.2441,F2,693.64,산천,0,0.457479528285566,0.009031053572458337,0.009001931837840956,363.8055,0.5244874863041347,38,4,5,Spring,2023
KCMD,K,2023-06-05,2023-07-10,397.9577,6.4937,6.7639,F3,796.5,창하,0,0.4996330194601381,0.008152793471437539,0.00849202762084118,385.28470000000004,0.48372215944758323,35,6,7,Summer,2023
KCMD,C,2023-05-29,2023-12-17,131.4875,6.2933,6.6819,F2,495.91,오포,0,0.26514387691314956,0.012690407533625053,0.01347401746284608,351.44730000000004,0.7086916980903794,202,5,12,Winter,2023
JJBB,P,2023-05-14,2023-05-23,0.0,5.8334,6.0553,F2,1831.53,산천,0,0.0,0.003184987414893559,0.0033061429515214057,1819.6413,0.9935088696335851,9,5,5,Spring,2023
KCMD,K,2023-04-23,2023-07-25,319.2041,5.8133,6.0361,F3,681.23,오포,0,0.4685702332545542,0.00853353492946582,0.008860590402654023,350.17650000000003,0.5140356414133259,93,4,7,Summer,2023
GBMD,C,2023-04-11,2023-05-18,326.9352,5.9133,6.2493,F3,902.4,산천,0,0.36229521276595744,0.006552859042553191,0.006925199468085106,563.3022,0.6242267287234042,37,4,5,Spring,2023
KCMD,C,2023-04-06,2023-04-25,327.8442,6.1293,5.8883,F1,714.86,창하,0,0.4586131550233612,0.008574126402372493,0.008236997454046947,374.9982,0.5245757211202193,19,4,4,Spring,2023
GBMD,K,2023-06-28,2023-12-11,391.7525,6.2983,6.6317,F3,1056.25,수성,1,0.3708899408284024,0.0059628875739644975,0.006278532544378698,651.5675,0.6168686390532544,166,6,12,Winter,2023
KCMD,L,2023-04-16,2023-05-03,319.7594,5.696,6.113,F2,670.07,창하,0,0.4772029787932604,0.00850060441446416,0.009122927455340487,338.5016,0.505173489336935,17,4,5,Spring,2023
GBMD,Y,2023-05-28,2023-08-06,131.5575,5.8668,6.1568,F2,789.04,수성,0,0.16673109094595967,0.007435364493561796,0.00780289972624962,645.4589,0.8180306448342289,70,5,8,Summer,2023
GBMD,C,2023-04-19,2023-05-30,320.7928,6.353,5.9518,F3,890.97,오포,0,0.36004893542992467,0.007130430878705231,0.006680135133618416,557.8724,0.6261404985577516,41,4,5,Spring,2023
JJBB,K,2023-04-02,2023-04-03,318.9295,5.9317,6.4839,F3,1974.71,수성,0,0.16150700609203378,0.0030038334742822997,0.003283469471466696,1643.3649,0.8322056909622172,1,4,4,Spring,2023
KCMD,C,2023-06-11,2023-09-06,397.6011,6.507,6.8252,F3,774.0,산천,0,0.513696511627907,0.008406976744186046,0.008818087855297157,363.0667,0.46907842377260983,87,6,9,Fall,2023
KCMD,C,2023-05-09,2023-06-03,131.5874,6.9544,6.2591,F3,530.37,창하,0,0.24810490789448875,0.013112355525387935,0.011801383939513924,385.56910000000005,0.7269813526406095,25,5,6,Summer,2023
KCMD,L,2023-04-22,2023-07-01,316.7226,5.7546,6.1013,F2,713.46,창하,0,0.44392481708855436,0.00806576402321083,0.008551705771872285,384.8815000000001,0.5394577131163626,70,4,7,Summer,2023
KCMD,L,2023-04-29,2024-01-09,322.3587,7.0977,6.4752,F1,699.48,오포,0,0.4608547778349631,0.010147109281180304,0.009257162463544346,363.5484000000001,0.5197409504203123,255,4,1,Winter,2024
JJBB,Y,2023-04-28,2023-06-15,324.4441,6.8842,5.9337,F3,1984.31,수성,0,0.1635047447223468,0.0034693167902192703,0.0029903089739002475,1647.048,0.8300356295135337,48,4,6,Summer,2023
KCMD,Y,2023-06-24,2023-07-03,391.7759,6.1379,6.5074,F3,760.84,오포,1,0.5149254771042532,0.008067267756689974,0.008552915198990589,356.41880000000003,0.46845433994006624,9,6,7,Summer,2023
GBMD,Y,2023-04-06,2023-04-21,320.7915,5.8286,6.1997,F2,906.6,오포,0,0.35384017207147583,0.00642907566732848,0.006838407235826164,573.7802,0.6328923450253695,15,4,4,Spring,2023
GBMD,K,2023-06-19,2023-10-02,395.0968,6.6009,6.7139,F3,970.61,산천,1,0.40706030228413054,0.0068007747705051465,0.006917196402262495,562.1984,0.5792217265431018,105,6,10,Fall,2023
GBMD,C,2023-05-10,2023-12-19,131.5223,6.689,5.7707,F3,729.22,창하,0,0.18036024793615096,0.009172814788404048,0.007913524039384548,585.238,0.8025534132360604,223,5,12,Winter,2023
KCMD,L,2023-06-15,2023-08-10,393.0631,6.1693,6.9089,F1,777.44,산천,0,0.5055864118131302,0.007935403375180077,0.008886730808808396,371.2987,0.4775914540028812,56,6,8,Summer,2023
JJBB,K,2023-06-13,2023-08-05,398.8586,6.3128,6.7843,F3,2102.25,산천,0,0.18972938518254254,0.0030028778689499347,0.0032271613747175644,1690.2943,0.80404057557379,53,6,8,Summer,2023
GBMD,C,2023-06-12,2023-08-26,401.5727,6.3607,6.7359,F2,996.09,창하,1,0.4031490126394201,0.006385667961730365,0.0067623407523416555,581.4207,0.5837029786465079,75,6,8,Summer,2023
KCMD,C,2023-04-21,2023-05-01,317.878,6.8737,5.8649,F3,688.97,오포,0,0.46138148250286654,0.009976776927877847,0.008512562230576077,358.3534000000001,0.5201291783386796,10,4,5,Spring,2023
KCMD,C,2023-05-25,2023-06-24,131.5261,6.0113,6.2652,F2,526.64,창하,0,0.24974574662008206,0.011414438705757254,0.011896551724137932,382.8374,0.7269432629500228,30,5,6,Summer,2023
KCMD,P,2023-06-26,2023-06-28,390.4693,6.1603,6.9732,F2,767.27,산천,0,0.5089072946941754,0.008028855552804099,0.009088326143339372,363.6672,0.47397552360968104,2,6,6,Summer,2023
GBMD,K,2023-06-27,2023-08-29,396.8061,6.3392,6.9216,F2,988.53,창하,0,0.40141027586416195,0.006412754291726099,0.00700191192983521,578.4630999999999,0.5851750579142767,63,6,8,Summer,2023
KCMD,L,2023-04-26,2023-05-12,326.7931,5.6904,6.4882,F1,677.95,창하,0,0.4820312707426801,0.008393539346559481,0.00957032229515451,338.97830000000005,0.5000048676156059,16,4,5,Spring,2023
KCMD,K,2023-04-22,2023-05-16,328.3522,5.8764,6.3297,F3,697.13,오포,0,0.47100569477715776,0.00842941775565533,0.009079655157574628,356.5717,0.5114852323096123,24,4,5,Spring,2023
JJBB,L,2023-05-02,2023-07-09,130.59,6.0842,6.2598,F1,1786.07,수성,0,0.07311583532560315,0.003406473430492646,0.0035047898458627044,1643.136,0.9199729013980416,68,5,7,Summer,2023
JJBB,C,2023-04-17,2023-05-06,313.6729,6.9882,5.7019,F3,2021.95,산천,0,0.15513385593115558,0.0034561685501619723,0.0028200004945720717,1695.587,0.8385899750241104,19,4,5,Spring,2023
KCMD,K,2023-06-15,2023-07-11,395.5486,6.5749,6.7555,F3,762.71,오포,1,0.5186094321563898,0.008620445516644596,0.008857232762124528,353.831,0.46391288956484117,26,6,7,Summer,2023
GBMD,P,2023-06-12,2023-07-24,402.7098,6.1899,6.9729,F3,1074.9,수성,1,0.3746486184761373,0.005758582193692436,0.006487022048562657,659.0274000000002,0.6131057772816076,42,6,7,Summer,2023
KCMD,C,2023-05-26,2023-06-11,131.4969,7.593937499999999,6.1169,F2,496.5,오포,0,0.26484773413897283,0.015294939577039273,0.012320040281973817,351.2922625,0.707537286002014,16,5,6,Summer,2023
KCMD,L,2023-04-15,2023-06-17,323.3298,6.1463,5.9411,F3,681.53,창하,0,0.47441756048889994,0.009018385104104002,0.008717297844555633,346.1128,0.5078467565624404,63,4,6,Summer,2023
KCMD,C,2023-04-06,2023-06-16,319.1643,7.1008,6.4026,F1,685.29,오포,0,0.46573611171912627,0.010361744662843468,0.009342905923039881,352.62229999999994,0.5145592376949903,71,4,6,Summer,2023
KCMD,K,2023-05-18,2023-06-30,127.8444,6.9274,5.6921,F3,528.98,창하,0,0.24168097092517674,0.013095769216227455,0.010760520246512155,388.51610000000005,0.7344627396120837,43,5,6,Summer,2023
KCMD,Y,2023-05-29,2023-06-20,131.5536,7.0583,6.522,F3,520.89,수성,0,0.25255543396878416,0.013550461709765978,0.01252087772850314,375.7561,0.7213732265929467,22,5,6,Summer,2023
KCMD,K,2023-06-22,2023-07-10,394.6713,6.2574,6.6165,F3,781.44,수성,0,0.5050564342751842,0.00800752457002457,0.008467060810810811,373.8948000000001,0.47846898034398044,18,6,7,Summer,2023
KCMD,Y,2023-04-12,2023-07-21,323.0487,5.8117,6.6042,F3,694.68,산천,0,0.4650323890136466,0.00836601024932343,0.009506823285541545,359.2154,0.5170947774514885,100,4,7,Summer,2023
JJBB,K,2023-05-19,2023-08-21,128.5272,5.7417,6.0824,F3,1785.51,수성,1,0.07198346690861435,0.0032157198783540836,0.003406533707456133,1645.1587,0.9213942795055754,94,5,8,Summer,2023
KCMD,L,2023-04-16,2023-05-25,317.4813,7.4657,6.3254,F3,698.02,수성,1,0.45483123692730865,0.010695538809776224,0.009061917996619009,366.7476,0.5254113062662961,39,4,5,Spring,2023
JJBB,Y,2023-06-10,2023-11-14,397.9147,6.3611,6.8545,F3,2049.41,수성,1,0.19416061207859825,0.0031038689183716293,0.0033446211348632047,1638.2796999999998,0.7993908978681669,157,6,11,Fall,2023
JJBB,C,2023-06-18,2023-06-29,403.7442,6.1558,6.6982,F3,2053.93,창하,0,0.19657154820271383,0.0029970836396566586,0.003261162746539561,1637.3318,0.79717020541109,11,6,6,Summer,2023
KCMD,C,2023-04-26,2023-04-27,331.3474,5.7552,5.9675,F3,699.62,오포,0,0.47361053143134846,0.008226179926245676,0.008529630370772706,356.54990000000004,0.5096336582716332,1,4,4,Spring,2023
KCMD,C,2023-05-16,2023-05-29,131.5198,6.7432,5.9213,F3,494.79,오포,0,0.26580933325249095,0.013628408011479617,0.011967299258271185,350.6057,0.7085949594777582,13,5,5,Spring,2023
KCMD,C,2023-06-20,2023-06-27,389.8595,6.2812,6.9896,F2,769.39,산천,0,0.5067124605206723,0.00816387007889367,0.009084599487906004,366.25969999999995,0.47603906991252803,7,6,6,Summer,2023
KCMD,Y,2023-05-16,2023-07-25,131.523,7.593937499999999,6.1849,F3,514.94,산천,0,0.2554142230162737,0.014747227832368816,0.012010913892880722,369.6381625,0.7178276352584767,70,5,7,Summer,2023
KCMD,K,2023-05-23,2023-10-03,129.2651,6.3463,6.1559,F3,506.76,산천,0,0.2550814981450785,0.012523285184308154,0.012147564922251164,364.9927,0.7202476517483621,133,5,10,Fall,2023
GBMD,C,2023-06-23,2023-06-30,401.6764,6.5058,6.8438,F3,967.59,산천,0,0.41513078886718546,0.006723715623352866,0.007073037133496625,552.5640000000001,0.5710724583759651,7,6,6,Summer,2023
KCMD,L,2023-05-27,2023-12-03,130.5085,6.0698,5.5229,F1,525.39,창하,1,0.24840309103713432,0.011552941624317173,0.010512000609071356,383.28880000000004,0.7295319667294773,190,5,12,Winter,2023
KCMD,K,2023-05-24,2023-06-27,128.5189,5.7365,5.9129,F3,516.92,수성,0,0.2486243519306663,0.011097461889654107,0.011438713920916195,376.7516999999999,0.7288394722587633,34,5,6,Summer,2023
KCMD,K,2023-04-08,2023-06-22,317.105,5.8481,5.4873,F3,676.68,오포,0,0.4686188449488681,0.008642342022817285,0.008109150558609684,348.23959999999994,0.514629662469705,75,4,6,Summer,2023
JJBB,C,2023-04-26,2023-07-07,329.7439,7.593937499999999,6.087,F3,1992.79,오포,1,0.16546846381204242,0.003810706346378695,0.0030545115140079987,1649.3651625,0.8276663183275709,72,4,7,Summer,2023
KCMD,K,2023-04-28,2023-06-22,330.4321,6.9216,5.4558,F3,709.2,산천,0,0.46592230682459107,0.009759729272419627,0.007692893401015228,366.39050000000003,0.516625070501974,55,4,6,Summer,2023
KCMD,L,2023-05-22,2023-06-19,127.6109,5.574,6.1034,F3,493.58,오포,0,0.2585414725069898,0.011293002147574862,0.01236557396977187,354.2917,0.7177999513756635,28,5,6,Summer,2023
KCMD,K,2023-05-28,2023-08-09,128.2466,6.209,5.5355,F3,487.52,창하,0,0.26305915654742373,0.012735887758450935,0.011354405973088283,347.52889999999996,0.712850549721037,73,5,8,Summer,2023
JJBB,L,2023-05-16,2023-06-14,130.8526,7.593937499999999,6.0579,F3,1785.56,수성,0,0.07328378771925895,0.004252972456820269,0.003392717130760098,1641.0555625,0.9190705226931607,29,5,6,Summer,2023
GBMD,L,2023-05-11,2024-02-09,130.0981,5.5487,6.4245,F1,710.8,산천,1,0.18303052898142938,0.007806274620146315,0.00903840742824986,568.7287,0.8001247889701745,274,5,2,Winter,2024
KCMD,K,2023-06-22,2023-06-29,403.3193,6.3003,6.6825,F3,765.17,창하,1,0.5270976384332894,0.008233856528614556,0.00873335337245318,348.86789999999996,0.4559351516656429,7,6,6,Summer,2023
KCMD,Y,2023-04-03,2023-07-08,320.7754,5.7822,6.5379,F3,700.82,산천,1,0.4577143917125652,0.008250620701463998,0.009328928968922118,367.7245000000001,0.5247060586170487,96,4,7,Summer,2023
GBMD,Y,2023-04-07,2023-04-23,317.4127,6.6956,5.6552,F2,912.19,창하,0,0.3479677479472478,0.007340137471360132,0.006199585612646488,582.4265,0.6384925289687455,16,4,4,Spring,2023
KCMD,L,2023-04-22,2023-08-16,328.9458,6.644,6.0058,F1,687.65,창하,1,0.4783622482367484,0.00966189195084709,0.00873380353377445,346.05439999999993,0.5032420562786301,116,4,8,Summer,2023
KCMD,L,2023-05-20,2023-05-26,131.1592,6.94,5.9999,F3,485.97,창하,0,0.2698915570920015,0.014280716916682099,0.0123462353643229,341.8709,0.7034814906269934,6,5,5,Spring,2023
JJBB,L,2023-05-13,2023-05-27,130.5273,5.5754,6.0223,F3,1844.39,산천,0,0.07076990224410239,0.0030228964589918616,0.0032651987920125354,1702.265,0.9229420025048932,14,5,5,Spring,2023
GBMD,P,2023-05-18,2023-10-22,128.6738,6.4118,5.735,F2,726.99,창하,0,0.1769952819158448,0.008819653640352688,0.007888691728909615,586.1694,0.8062963727148929,157,5,10,Fall,2023
KCMD,P,2023-06-03,2023-06-19,393.7742,6.5277,6.8945,F2,752.85,오포,1,0.5230446968187554,0.00867065152420801,0.009157866772929533,345.65360000000004,0.4591267848841071,16,6,6,Summer,2023
JJBB,Y,2023-05-18,2023-07-13,131.5516,5.6414,6.1007,F3,1794.25,오포,0,0.07331843388602481,0.003144154939389717,0.0034001393339835586,1650.9563,0.9201372718406019,56,5,7,Summer,2023
JJBB,Y,2023-06-18,2023-07-10,406.7681,6.2842,6.7286,F3,2056.18,수성,1,0.19782708712272273,0.0030562499392076574,0.0032723788773356423,1636.3990999999999,0.7958442840607339,22,6,7,Summer,2023
GBMD,K,2023-06-16,2023-06-17,393.1278,6.3018,6.7692,F3,984.66,창하,0,0.3992523307537627,0.006399975626104442,0.006874657242093718,578.4612,0.587473036378039,1,6,6,Summer,2023
KCMD,L,2023-05-21,2023-06-15,131.6784,5.9233,6.2751,F1,490.32,창하,0,0.26855604503181596,0.01208047805514766,0.012797968673519334,346.44319999999993,0.7065655082395169,25,5,6,Summer,2023
KCMD,K,2023-04-02,2023-05-22,319.4355,6.8625,6.0984,F3,715.02,창하,0,0.44675044054711754,0.009597633632625661,0.008528992196022489,382.62359999999995,0.5351229336242342,50,4,5,Spring,2023
KCMD,K,2023-05-24,2023-06-21,129.3352,6.0044,5.4276,F3,492.32,오포,0,0.26270555736106593,0.012196132596685083,0.011024536886577835,351.5528,0.7140737731556711,28,5,6,Summer,2023
GBMD,C,2023-04-11,2023-06-21,324.3174,7.338,6.0766,F3,921.32,창하,1,0.3520138496939174,0.007964659401727955,0.0065955368384491815,583.588,0.6334259540659054,71,4,6,Summer,2023
KCMD,L,2023-04-16,2023-05-15,321.8601,7.0239,6.0643,F3,686.07,오포,0,0.4691359482268573,0.010237876601512964,0.008839185505852172,351.12170000000003,0.5117869896657775,29,4,5,Spring,2023
GBMD,K,2023-04-28,2023-07-21,320.1858,7.2961,5.9634,F2,895.09,오포,0,0.3577135260141438,0.00815124736060061,0.00666234680311477,561.6447000000001,0.6274728798221408,84,4,7,Summer,2023
JJBB,K,2023-04-04,2023-04-10,316.8208,6.8455,6.3247,F3,1969.12,오포,0,0.16089461282197126,0.003476426017713497,0.0032119423905094665,1639.129,0.8324170187698058,6,4,4,Spring,2023
KCMD,C,2023-04-01,2023-06-11,321.4437,5.8945,6.1183,F3,681.75,오포,0,0.47149790979097905,0.008646131279794645,0.008974404107077373,348.29350000000005,0.5108815548221489,71,4,6,Summer,2023
KCMD,K,2023-05-29,2023-06-30,127.1749,5.8505,5.9235,F3,528.84,창하,0,0.24047897284622946,0.011062892368202102,0.01120093033809848,389.89110000000005,0.73725720444747,32,5,6,Summer,2023
KCMD,L,2023-06-07,2023-06-26,401.5787,6.3824,6.8833,F3,765.69,오포,0,0.5244664289725607,0.008335488252425916,0.008989669448471313,350.8456,0.45820841332654205,19,6,6,Summer,2023
JJBB,L,2023-06-09,2023-06-18,391.5796,6.308,6.8633,F3,2045.62,수성,0,0.19142343152687208,0.0030836616771443377,0.0033551197192049353,1640.8691,0.8021377870767786,9,6,6,Summer,2023
GGMD,L,2023-04-09,2023-04-26,317.8813,5.6894,6.2474,F3,2671.59,창하,1,0.1189858099483828,0.00212959323848345,0.0023384576226142483,2341.7719,0.8765461391905195,17,4,4,Spring,2023
KCMD,P,2023-04-22,2023-04-29,335.6341,6.8376,5.9935,F3,700.1,오포,0,0.47940879874303666,0.009766604770747036,0.008560919868590202,351.63480000000004,0.502263676617626,7,4,4,Spring,2023
GGMD,C,2023-05-28,2023-10-01,131.5237,6.9764,5.6874,F1,2495.58,창하,0,0.052702658299874174,0.002795502448328645,0.002278989252999303,2351.3925,0.9422228499987979,126,5,10,Fall,2023
KCMD,L,2023-06-04,2023-07-13,400.8772,6.2966,6.8018,F1,769.68,오포,0,0.5208361916640682,0.008180802411391748,0.00883717908741295,355.7043999999999,0.462145826837127,39,6,7,Summer,2023
KCMD,K,2023-05-12,2023-08-02,128.6059,5.9482,5.6756,F2,499.48,오포,0,0.25747957876191235,0.011908785136542003,0.01136301753823977,359.25030000000004,0.7192486185633059,82,5,8,Summer,2023
JJBB,L,2023-05-03,2023-05-20,130.0902,5.7145,6.415,F3,1781.82,수성,0,0.07300973162272284,0.003207114074373394,0.0036002514283148693,1639.6003,0.9201829028745889,17,5,5,Spring,2023
JJBB,L,2023-06-10,2023-06-12,397.1003,6.5756,6.8605,F3,2051.24,수성,0,0.1935903648524795,0.003205670716249683,0.0033445623135274277,1640.7035999999998,0.7998594021177434,2,6,6,Summer,2023
JJBB,C,2023-06-27,2023-07-08,400.1274,6.3663,6.9168,F3,2049.79,오포,1,0.19520409407792996,0.0031058303533532702,0.0033743944501631877,1636.3795,0.7983156811185537,11,6,7,Summer,2023
GBMD,L,2023-06-11,2023-08-03,399.3095,6.2515,6.6466,F1,972.39,산천,0,0.41064747683542613,0.006429004823167659,0.006835323275640433,560.1823999999999,0.5760881950657657,53,6,8,Summer,2023
KCMD,Y,2023-06-18,2023-10-26,405.0649,6.3543,6.7703,F3,774.18,산천,0,0.5232179854814126,0.008207781136169883,0.008745123873001111,355.9904999999999,0.4598291095094163,130,6,10,Fall,2023
KCMD,L,2023-06-08,2023-07-19,395.9461,6.2531,6.7725,F1,756.37,오포,0,0.5234820259925698,0.008267250155347251,0.008953951108584423,347.3983,0.45929677274349856,41,6,7,Summer,2023
KCMD,Y,2023-06-15,2023-08-11,400.2595,6.2338,6.7649,F2,784.94,산천,0,0.5099236884347847,0.007941753509822406,0.008618365734960633,371.68180000000007,0.4735161923204322,57,6,8,Summer,2023
KCMD,K,2023-04-11,2023-04-25,330.0236,6.033,6.3266,F3,700.76,오포,0,0.4709509675209772,0.008609224270791712,0.009028197956504367,358.3768,0.5114116102517267,14,4,4,Spring,2023
KCMD,Y,2023-06-03,2023-06-24,390.314,6.2303,6.9555,F3,764.49,산천,0,0.510554748917579,0.008149616083925231,0.009098222344307969,360.9902,0.4721974126541878,21,6,6,Summer,2023
KCMD,L,2023-05-06,2023-05-15,130.3899,7.5129,5.9614,F3,517.61,창하,0,0.25190761384053634,0.014514595931299628,0.011517165433434439,373.74580000000003,0.7220606247947297,9,5,5,Spring,2023
GBMD,C,2023-04-29,2023-05-29,326.6661,5.8517,5.9638,F2,912.52,창하,0,0.35798240038574497,0.006412681365887871,0.006535527988427651,574.0384,0.6290693902599396,30,4,5,Spring,2023
KCMD,C,2023-06-07,2023-07-25,397.6875,6.1039,6.7685,F3,782.48,산천,0,0.5082398272160311,0.0078007105612923015,0.008650061343420919,371.9201,0.47530940087925566,48,6,7,Summer,2023
KCMD,C,2023-04-21,2023-06-09,329.7036,6.1418,6.2063,F3,701.97,산천,0,0.46968331979999145,0.008749376753992335,0.00884126102255082,359.91830000000004,0.5127260424234654,49,4,6,Summer,2023
KCMD,C,2023-04-08,2023-08-24,332.9852,5.559,6.3012,F3,701.82,오포,0,0.474459548032259,0.007920834401983413,0.00897837052235616,356.9746,0.5086412470434014,138,4,8,Summer,2023
GBMD,Y,2023-04-06,2023-06-29,312.6833,6.6483,5.5214,F3,983.45,수성,0,0.31794529462606125,0.006760180995475113,0.00561431694544715,658.5970000000001,0.6696802074330165,84,4,6,Summer,2023
KCMD,K,2023-06-23,2023-06-30,397.1328,6.4176,6.6342,F3,773.72,산천,0,0.5132771545261852,0.008294473452928709,0.008574419686708369,363.53540000000004,0.46985395233417776,7,6,6,Summer,2023
KCMD,C,2023-06-03,2023-07-14,401.9827,6.0535,6.528,F2,802.18,수성,1,0.5011128425041762,0.00754631130170286,0.008137824428432522,387.6157999999999,0.4832030217656884,41,6,7,Summer,2023
JJBB,K,2023-04-25,2023-07-01,322.3766,5.3888,6.4725,F2,1973.27,수성,0,0.1633717636207919,0.0027308984578896956,0.0032800883812149377,1639.0321,0.8306172495401034,67,4,7,Summer,2023
GGMD,L,2023-05-04,2023-09-14,130.1343,6.0884,6.3253,F1,2493.91,창하,0,0.052180832507989466,0.0024413070239102455,0.002536298422958327,2351.362,0.942841562045142,133,5,9,Fall,2023
KCMD,Y,2023-06-29,2023-09-10,405.4122,6.3707,6.7103,F2,795.44,수성,1,0.5096703711153575,0.008009026450769386,0.008435959971839485,376.94680000000005,0.4738846424620336,73,6,9,Fall,2023
JJBB,K,2023-04-22,2024-02-20,322.5348,5.9763,5.8801,F3,1984.42,창하,1,0.162533536247367,0.0030116104453694276,0.002963132804547424,1650.0288,0.8314917205027161,304,4,2,Winter,2024
KCMD,C,2023-04-07,2023-10-15,332.83,6.3446,6.5148,F2,691.24,창하,1,0.4814970198483884,0.009178577628609455,0.009424801805451074,345.55060000000003,0.49989960071755113,191,4,10,Fall,2023
KCMD,K,2023-05-15,2023-05-31,128.892,6.6882,6.2828,F3,488.33,오포,0,0.26394446378473574,0.013696066184752114,0.012865889869555424,346.467,0.7094935801609568,16,5,5,Spring,2023
JJBB,K,2023-04-01,2023-05-21,315.8006,6.4078,6.7114,F3,1973.83,수성,0,0.15999381912322744,0.003246378867480989,0.003400191505854101,1644.9101999999998,0.8333596105034374,50,4,5,Spring,2023
KCMD,K,2023-06-06,2023-07-10,400.0705,6.5061,6.7149,F3,780.32,산천,1,0.5127005587451301,0.008337733237646094,0.008605315767890096,367.02850000000007,0.4703563922493337,34,6,7,Summer,2023
KCMD,K,2023-06-05,2023-06-27,396.1979,6.2951,6.8106,F3,773.34,산천,0,0.5123204541340161,0.008140145343574623,0.008806734424703234,364.0364,0.47073266609770603,22,6,6,Summer,2023
KCMD,K,2023-04-09,2023-04-25,322.3648,6.181,5.7355,F3,671.63,창하,0,0.4799737950955139,0.00920298378571535,0.008539672140910918,337.3487,0.5022835489778599,16,4,4,Spring,2023
KCMD,L,2023-04-29,2023-11-03,319.2219,5.9465,6.9085,F1,711.56,창하,0,0.44862260385631575,0.008356990274888978,0.009708949350722357,379.4830999999999,0.5333114565180729,188,4,11,Fall,2023
GBMD,Y,2023-05-04,2023-06-26,131.5635,7.593937499999999,6.3195,F2,713.56,오포,0,0.18437622624586583,0.01064232510230394,0.008856297998766747,568.0830624999999,0.7961251506530634,53,5,6,Summer,2023
KCMD,C,2023-04-18,2023-05-24,321.8058,5.9561,5.5599,F3,703.53,수성,1,0.4574158884482538,0.008466021349480478,0.00790286128523304,370.2082,0.5262152289170327,36,4,5,Spring,2023
KCMD,C,2023-04-12,2023-10-30,322.4928,5.9574,6.6172,F3,705.91,수성,1,0.45684690682948254,0.008439319459987818,0.009373999518352199,370.84259999999995,0.5253397741921775,201,4,10,Fall,2023
KCMD,L,2023-04-14,2023-04-26,332.6524,5.7164,6.2402,F3,692.22,오포,1,0.4805587818901505,0.00825806824419982,0.009014764092340585,347.611,0.502168385773309,12,4,4,Spring,2023
JJBB,P,2023-04-05,2023-04-29,319.3407,6.1579,6.3922,F3,1972.16,수성,1,0.1619243367678079,0.003122414002920655,0.0032412177510952457,1640.2692000000002,0.8317120314781763,24,4,4,Spring,2023
KCMD,C,2023-05-20,2023-06-03,131.5549,5.6202,5.6836,F2,517.44,창하,1,0.2542418444650587,0.010861549165120592,0.010984075448361162,374.58130000000006,0.7239125309214596,14,5,6,Summer,2023
GGMD,C,2023-06-04,2023-06-30,406.5823,6.312,6.6786,F3,2770.36,창하,0,0.14676154001645994,0.002278404250711099,0.002410733623067038,2350.7871,0.8485493221097619,26,6,6,Summer,2023
GBMD,K,2023-05-08,2023-06-08,127.2174,5.9451,5.7041,F3,716.55,창하,0,0.17754155327611473,0.008296839020305632,0.007960505198520691,577.6833999999999,0.8062011025050588,31,5,6,Summer,2023
KCMD,Y,2023-06-11,2023-06-18,395.8787,6.29,6.8107,F3,791.84,수성,0,0.4999478429985855,0.007943523944231158,0.008601106284097796,382.86060000000003,0.4835075267730855,7,6,6,Summer,2023
JJBB,K,2023-06-09,2023-06-17,398.8278,6.4722,6.6134,F3,2055.09,수성,0,0.19406828898004466,0.003149351123308468,0.0032180585765100313,1643.1766000000002,0.7995643013201369,8,6,6,Summer,2023
GBMD,K,2023-05-22,2023-07-07,128.165,5.7008,6.4227,F3,705.08,산천,0,0.18177369943836158,0.008085323651216883,0.009109179100243944,564.7915,0.8010317978101775,46,5,7,Summer,2023
GBMD,K,2023-05-06,2023-11-06,128.7592,6.8483,5.3653,F3,707.05,오포,1,0.18210763029488722,0.009685736510854961,0.00758828937133159,566.0772,0.8006183438229262,184,5,11,Fall,2023
JJBB,Y,2023-06-18,2023-07-29,397.623,6.5305,6.88,F3,2095.88,산천,1,0.1897164914021795,0.003115874954672977,0.0032826306849628793,1684.8465,0.8038850029581847,41,6,7,Summer,2023
GBMD,Y,2023-06-05,2023-07-26,399.1018,6.3514,6.9365,F3,979.26,산천,0,0.40755447991340404,0.006485917938034842,0.007083409921777669,566.8702999999999,0.5788761922267834,51,6,7,Summer,2023
