prod,insp,wtcd,origin,ingr_C,ingr_extra,A_P,extra_P,duration,date_month,label
KCMD,L,F1,오포,6.737,356.1834,0.5186504658283927,0.4641128412274415,82,6,1
GBMD,K,F3,오포,5.6395,567.7991000000001,0.1804237503530076,0.801749646992375,97,5,1
JJBB,L,F3,수성,6.6222,1636.2692000000002,0.1948486120739316,0.7988113533621691,22,6,1
GGMD,P,F2,산천,6.3305,2353.6854000000003,0.1190040291648978,0.8764682619478518,15,4,1
GGMD,K,F3,창하,5.9281,2347.5858,0.1197968361935873,0.875448727988723,12,4,1
KCMD,L,F2,오포,6.6485,353.6305,0.52316884367194,0.4600729860532889,82,6,1
JJBB,Y,F2,오포,6.8303,1645.4034,0.1968624982447305,0.796724497750834,21,6,1
KCMD,Y,F2,수성,6.6943,372.7314,0.5070827799346138,0.476005568042501,102,6,0
KCMD,K,F3,산천,5.9893,359.5419,0.2572680721686602,0.7191701004120494,133,5,1
JJBB,Y,F3,창하,6.0252,1639.7388,0.0737262779243919,0.918760148593905,20,5,0
GBMD,L,F3,창하,6.665,583.5068999999999,0.4019331168050042,0.5849341392998916,10,6,0
GBMD,C,F2,창하,5.6495,577.4594000000001,0.1827241795936506,0.8019489771827739,5,5,0
KCMD,C,F3,오포,5.6191,359.0904,0.2616787696715277,0.7144229353600063,10,5,0
KCMD,Y,F3,창하,5.8926,341.28290000000004,0.2711681780708986,0.703386026380874,20,5,0
GBMD,Y,F2,산천,6.0625,562.4136000000001,0.3638190214622693,0.6228417019203084,23,4,0
KCMD,C,F3,산천,5.9111,374.73210000000006,0.4562975123121606,0.5257848213158227,44,4,0
KCMD,K,F3,산천,6.487,371.0352,0.2503142907433846,0.7256560599245077,39,5,0
GBMD,Y,F3,산천,6.4366,560.4569,0.1868038397091817,0.7958548464968334,45,5,0
KCMD,K,F3,오포,5.5371,351.4545,0.4712379093345764,0.5119661170026804,24,4,0
KCMD,L,F3,산천,5.8978,375.51790000000005,0.2518333075674422,0.7256664991883746,68,5,0
KCMD,K,F3,산천,6.8143,359.9113,0.512244927327673,0.4708477347950653,10,6,0
KCMD,C,F3,창하,6.2786,381.5249,0.2503715476711651,0.7262022955250585,117,5,0
KCMD,L,F3,창하,6.2074,341.08680000000004,0.2700444407697555,0.7050306951363196,39,5,0
GBMD,C,F2,산천,6.1829,565.3653999999999,0.3602834974634438,0.624871956408811,41,4,1
JJBB,L,F3,수성,6.5569,1639.5383,0.1925483614046917,0.8011151829646677,15,6,0
KCMD,Y,F3,산천,5.9885,357.5542625000001,0.4616838303550707,0.5186154886574612,33,4,0
GBMD,L,F1,수성,6.9581,663.6667,0.3709100031590879,0.6166416107631985,48,6,0
KCMD,L,F3,오포,6.1832,348.7113625,0.2656527288197398,0.7064368593249868,6,5,0
KCMD,L,F3,창하,6.6543,345.5143,0.5214042672431047,0.46103612078513,82,6,1
GBMD,Y,F3,수성,6.1091,660.064,0.3216983131946337,0.6663072993953343,48,4,0
JJBB,C,F1,창하,6.3934,1651.1838000000002,0.1933394882233207,0.8002247746437919,75,6,0
GBMD,K,F3,수성,6.7038,661.8402000000001,0.3686373159735862,0.6190397889892811,66,6,0
JJBB,L,F3,오포,6.432,1638.8391,0.163169263204841,0.8305741609819881,1,4,0
GBMD,P,F3,산천,5.9026,556.3198,0.1840999527308667,0.7968713563376448,37,5,0
JJBB,K,F3,수성,5.6372,1642.4205,0.0718129301109945,0.9211711358014996,72,5,0
KCMD,K,F3,오포,6.1276,351.8505,0.2614125933744722,0.7142142335173758,8,5,0
KCMD,C,F3,창하,6.1113,374.7239,0.4567582926418589,0.5257954481674805,73,4,0
GBMD,Y,F3,수성,6.8328,649.7279999999998,0.3732884288145207,0.614225751559841,39,6,1
JJBB,L,F3,창하,6.7343,1702.5857,0.1903404371790999,0.8034702978707339,4,6,0
JJBB,Y,F3,오포,6.7402,1654.986,0.1937795275590551,0.7999622975304882,101,6,1
KCMD,Y,F3,창하,6.4906,344.5083000000001,0.530006050084175,0.4531096117424243,128,6,0
KCMD,L,F1,창하,5.9053,342.3559,0.2686882164618403,0.7071277496643602,4,5,0
GBMD,Y,F3,수성,6.7022,662.0165000000001,0.367306945915794,0.6206385292545961,124,6,0
KCMD,C,F3,오포,6.2604,350.7589,0.265364736735929,0.707603187411741,54,5,0
KCMD,K,F3,수성,6.2261,370.0781,0.250664746114802,0.7252593724890743,51,5,0
GBMD,C,F3,창하,6.579,579.5314000000001,0.4011283393811973,0.5857816906391194,85,6,0
KCMD,Y,F2,수성,6.0776,380.4176625,0.4474507164689717,0.533380531252629,130,4,0
KCMD,P,F2,산천,6.6923,375.52810000000005,0.5038609599713899,0.4796384141824406,56,6,1
KCMD,Y,F3,창하,6.7821,383.0122,0.5064682129192268,0.4773510973740293,72,6,0
JJBB,Y,F2,수성,6.2445,1650.2734,0.073268103832442,0.9192699420677362,10,5,1
KCMD,Y,F2,창하,6.7849,345.66380000000004,0.5280905527347346,0.4546891689247849,81,6,1
KCMD,L,F3,산천,5.6511,382.6655,0.4501155876632398,0.5316275354265073,92,4,1
KCMD,L,F3,수성,6.731,383.7438,0.5022472248353717,0.4813343367826904,143,6,1
GGMD,Y,F2,창하,6.8457,2353.7802,0.1429389014427255,0.8523741960716148,39,6,1
JJBB,C,F2,오포,5.947,1653.4,0.0732124652198108,0.9200890372843628,67,5,0
KCMD,C,F3,수성,6.1837,370.4253000000001,0.4626593950297987,0.5206697683571349,20,4,0
KCMD,C,F3,창하,6.8596,347.7658,0.5241497154300169,0.4581653140809443,8,6,0
GGMD,L,F1,창하,6.6934,2364.2247,0.1210898455121615,0.8742076674481035,7,4,0
KCMD,K,F3,창하,6.8477,343.23820000000006,0.5259675078234236,0.4570719754977029,32,6,0
KCMD,K,F3,수성,6.5,369.4198999999999,0.4443065183200326,0.5379796994233121,13,4,0
JJBB,Y,F3,수성,6.3464,1644.6386,0.0734990669452794,0.918884915801589,67,5,0
JJBB,Y,F3,수성,6.1077,1644.1636,0.0735165019453512,0.9191022315638836,4,5,0
GBMD,C,F2,수성,6.1469,673.9192,0.1608565137614679,0.8243659938837921,62,5,0
GGMD,Y,F3,수성,6.9807,2293.9536,0.1480503871532329,0.8470305697817393,60,6,0
KCMD,Y,F2,창하,6.8196,381.0869,0.5003962618244528,0.4832326088610484,27,6,1
JJBB,L,F1,창하,6.7342,1653.5102000000002,0.1915845027722128,0.8020791353994363,8,6,1
JJBB,C,F3,산천,5.8551,1696.031,0.0714925105439367,0.921796056350276,20,5,0
GBMD,K,F2,산천,6.1348,555.97,0.3606767501576718,0.6261487521398325,62,4,1
KCMD,L,F3,산천,5.664,369.3937,0.4570934373891451,0.5241485633203264,22,4,0
GBMD,L,F3,수성,5.9807,664.0384999999999,0.1595601817369283,0.8243191072049256,7,5,0
JJBB,L,F3,수성,6.8538,1649.0916999999995,0.1918101151347777,0.8018066144151853,59,6,0
JJBB,K,F3,산천,6.7898,1688.7261000000003,0.1899175068307961,0.8038567103647217,125,6,0
JJBB,L,F2,산천,7.0236,1691.9181,0.1610351885381405,0.832440220813981,64,4,0
KCMD,K,F3,오포,6.03,351.7545,0.2609117156683339,0.7152098328656826,25,5,0
JJBB,L,F3,오포,6.5939,1641.7702000000002,0.073041739032999,0.9198107457000392,152,5,0
KCMD,L,F1,오포,6.2016,361.0983,0.2580129906134896,0.7150744583943919,27,5,0
KCMD,K,F3,창하,5.8446,347.20050000000003,0.4711532812408201,0.5099590212090946,11,4,0
GBMD,C,F2,오포,5.9629,565.8064,0.1855263009448597,0.7979218727965026,79,5,1
GBMD,L,F1,오포,6.6774,570.2504000000001,0.4018663329777632,0.5848962008697793,20,6,0
KCMD,L,F3,산천,6.801,366.2847,0.5090788673729416,0.4738053475105747,18,6,0
GGMD,K,F3,창하,6.113,2349.2137,0.1184156016771018,0.8770860914789634,37,4,0
JJBB,Y,F3,산천,5.9134,1688.8752,0.1606497435872124,0.8335884463704881,115,4,1
KCMD,C,F3,산천,6.1167,371.48050000000006,0.4579511368450783,0.5246158734642,43,4,1
KCMD,Y,F2,수성,6.8837,378.5554,0.5036302689275848,0.4797548982333409,24,6,0
KCMD,K,F3,창하,6.598,377.7675,0.5082579419020289,0.4754663192871167,89,6,1
KCMD,L,F1,수성,6.0011,371.0954999999999,0.2536145515350664,0.721540510587,30,5,0
KCMD,P,F3,수성,6.8255,381.82380000000006,0.5007554229660717,0.4826614248874956,24,6,0
KCMD,L,F3,산천,5.9581,363.2017,0.2582142716341415,0.7159505223733491,24,5,0
GGMD,Y,F2,수성,6.2933,2296.0633000000003,0.1204779977746277,0.8749307619613761,117,4,0
KCMD,C,F3,오포,6.8067,346.2953000000001,0.5265100450248821,0.4559036572842888,117,6,1
GBMD,L,F3,창하,6.7595,577.3072000000001,0.3504475295050202,0.6355768892020434,34,4,0
KCMD,C,F2,창하,5.9871,382.9791,0.2498915376578972,0.7274747839300978,18,5,0
JJBB,P,F3,오포,5.896,1765.2761,0.0,0.9926985367719008,30,5,0
KCMD,C,F2,오포,6.7322,353.9750000000001,0.5238844133099825,0.4592008821430889,163,6,0
GBMD,C,F3,창하,6.7198,584.3489,0.3980326299453816,0.5888595642622487,7,6,0
JJBB,L,F3,수성,6.968,1642.8981,0.1920299787329522,0.8013667980410902,53,6,0
KCMD,P,F2,수성,6.8904,374.8362,0.505232799846968,0.4780159408276478,24,6,0
KCMD,P,F3,창하,6.9593,346.98940000000005,0.5231122199134428,0.4592418968460897,31,6,1
JJBB,C,F2,산천,6.7399,1692.0175000000002,0.1908742217751119,0.8029086155189431,5,6,1
KCMD,C,F3,창하,5.9549,386.3163625,0.4478830222025847,0.5334093152822269,82,4,0
KCMD,L,F3,오포,7.018,351.8953000000001,0.524670449812578,0.4580061693044565,184,6,0
KCMD,L,F3,오포,6.429,360.9809,0.2585593422306959,0.716914720368605,2,5,1
GGMD,L,F3,창하,6.8488,2356.6758,0.1405711166641883,0.8547258661772866,15,6,0
KCMD,K,F3,산천,6.9088,358.5169,0.5177710452563836,0.4651713981731368,51,6,0
GBMD,P,F3,창하,6.2261,579.9668,0.1788483251265691,0.8044480199736459,14,5,0
KCMD,K,F3,창하,6.066,345.8404,0.4765295039011609,0.5062585452256525,199,4,0
KCMD,L,F3,수성,6.6692,379.0685,0.5035738518405996,0.4798578409033369,10,6,0
KCMD,C,F3,산천,6.8184,367.4349,0.5134913715965742,0.4696854148025054,10,6,0
JJBB,P,F3,오포,6.8592,1643.8502,0.1930835395195698,0.8006439829336243,103,6,1
KCMD,L,F3,산천,6.1497,368.8938,0.4574313229737791,0.5239819891480356,49,4,0
GBMD,K,F3,산천,5.8968,564.3812,0.3540474406432781,0.6311788586063054,36,4,0
KCMD,C,F2,오포,6.598,357.8885,0.5184625972238452,0.4647118019035747,14,6,1
JJBB,K,F3,산천,6.0895,1700.5944,0.186460186658434,0.8077106556793086,3,6,0
GBMD,L,F3,수성,6.1675,657.3086,0.3195342741320979,0.6678133032602842,131,4,1
KCMD,L,F3,창하,6.3982,374.0742,0.2534735723258285,0.7229185428543821,17,5,0
JJBB,Y,F2,창하,6.0662,1652.61,0.1607423684223789,0.8328889874457588,27,4,1
KCMD,C,F2,수성,5.8944,317.4247,0.4965608368507982,0.4854479415183214,6,4,0
GGMD,K,F3,산천,6.0971,2355.4515,0.11629700005973,0.8793197870624776,59,4,0
KCMD,L,F3,산천,6.6035,369.1927,0.4569353391170563,0.5259380030485633,21,4,0
GBMD,C,F2,오포,6.0062,570.2266,0.183965230282941,0.797530874557686,9,5,0
JJBB,Y,F3,창하,5.7802,1653.5293,0.1607418774473489,0.8333103024255527,15,4,0
KCMD,L,F1,창하,6.6491,346.2017,0.5277649796852195,0.4552111027835852,76,6,0
KCMD,K,F3,창하,6.2418,344.7356,0.4767265278552759,0.5062048104314116,7,4,1
KCMD,C,F2,수성,5.8942,376.7744,0.252797370798178,0.7241344583037036,83,5,0
JJBB,C,F3,수성,6.6392,1645.5655000000002,0.1954494477402705,0.7982253471935892,17,6,1
GBMD,Y,F3,오포,6.381,570.1924,0.3585073607945473,0.627833823318909,14,4,1
JJBB,P,F2,창하,5.8794,1776.0845,0.0,0.9929915241918352,19,5,0
KCMD,L,F2,창하,5.7438,339.37520000000006,0.2711009136212624,0.7046827242524918,37,5,0
KCMD,C,F2,창하,6.7113,392.3297,0.4950482691613,0.4887077566985139,21,6,0
KCMD,K,F3,창하,6.4318,340.25790000000006,0.4714425182208092,0.510269488017756,41,4,1
KCMD,C,F2,오포,5.8177,353.5126,0.2647481088041203,0.7112357154353774,1,5,0
GBMD,L,F3,오포,5.7047,561.1958999999999,0.3583606355737943,0.6275183102056333,69,4,0
GBMD,P,F3,창하,6.0488,580.5609,0.1779580171205793,0.805473174521692,135,5,0
KCMD,K,F3,산천,6.1627,367.0282,0.252946342423944,0.7227098552722261,71,5,0
GBMD,C,F2,오포,6.475,560.7221999999999,0.3607788182831661,0.6251083612040133,9,4,0
KCMD,C,F3,창하,6.4858,344.3543000000001,0.4794891267836018,0.5029199223028729,160,4,0
JJBB,K,F3,수성,5.577,1646.4533,0.0719040875046181,0.9216496120733086,99,5,0
KCMD,Y,F2,창하,6.0936,379.02040000000005,0.4522848897481157,0.5309747555406125,101,4,1
KCMD,P,F3,산천,6.7984,363.0714,0.5147128482972136,0.4683583591331269,41,6,0
GBMD,C,F3,창하,5.6133,568.9704,0.3515243494174887,0.6349265723340625,87,4,0
KCMD,K,F3,산천,6.9271,365.634,0.5118913971147525,0.4713782923150308,48,6,0
JJBB,L,F1,수성,6.2472,1639.4471999999998,0.1650551100684578,0.8288995176605017,34,4,0
KCMD,C,F3,오포,6.9237,340.2531000000001,0.5346432944088257,0.4479431008833713,28,6,0
KCMD,Y,F3,산천,5.953,360.3538,0.4728426137087978,0.5104378373018684,16,4,0
GBMD,C,F2,창하,6.2455,579.1658,0.3485995348683413,0.6383610171172859,3,4,0
KCMD,Y,F3,창하,6.7871,388.8938,0.4955770438277031,0.4883759889488885,232,6,1
JJBB,L,F3,산천,5.8249,1685.1991,0.1593880480296176,0.8340835568842122,115,4,0
KCMD,L,F3,오포,6.4349,352.5807,0.4721860263897902,0.5084443002379406,13,4,0
KCMD,L,F3,수성,6.2989,383.3377,0.2478521294200445,0.7291531774865426,69,5,0
KCMD,C,F3,창하,6.2119,342.28386250000005,0.4783256420398775,0.5014486917476084,7,4,0
GBMD,K,F3,오포,6.6879,560.8516,0.4114181486080184,0.5755216467763286,78,6,0
JJBB,L,F3,수성,6.3644,1637.7968,0.1595751209905192,0.8334716518322876,100,4,1
KCMD,C,F2,오포,6.6727,359.1881,0.5206036427383699,0.4629965583469753,48,6,0
JJBB,L,F1,산천,6.7737,1694.7081999999998,0.1867096672809611,0.8070154335538127,59,6,1
GBMD,L,F3,수성,5.9612,656.5111999999999,0.3254396108016639,0.6612657003857737,25,4,0
GBMD,L,F1,수성,5.7085,659.3484,0.162684445883833,0.8213006813567345,158,5,0
KCMD,L,F3,창하,5.8932,343.85390000000007,0.4740341177861873,0.5082986932355724,12,4,0
GBMD,Y,F2,수성,6.0506,656.9526,0.1643567920212965,0.82105732818417,176,5,0
KCMD,Y,F3,수성,6.4678,377.549,0.4479850102524217,0.533902283815315,64,4,0
KCMD,L,F1,수성,6.1038,382.9665,0.2475292753402783,0.7280178313436241,20,5,0
KCMD,Y,F2,창하,6.1957,379.13666250000006,0.455199728242031,0.5256806601222912,52,4,0
GBMD,K,F3,산천,6.5057,557.1142,0.1842463712046311,0.7982836836750777,66,5,1
GBMD,K,F3,창하,5.2059,573.4707999999999,0.3484328674290555,0.6391925811988676,42,4,0
KCMD,C,F3,오포,5.9699,353.8696,0.4701213479895864,0.5118160254555973,2,4,0
KCMD,L,F3,오포,5.563,347.8079,0.4701157869989421,0.5110613318443634,88,4,0
KCMD,L,F1,창하,5.9155,339.23920000000004,0.4814618160394727,0.4996526990205464,17,4,0
KCMD,L,F3,오포,6.7295,357.66960000000006,0.5182053649212686,0.4650676791449413,160,6,0
GGMD,K,F3,창하,6.3377,2363.407,0.1222335256099949,0.8733401818806653,81,4,0
KCMD,L,F1,오포,6.4642,350.9016,0.2642644674987843,0.7110179931917653,227,5,1
KCMD,Y,F3,오포,6.0072,352.2524,0.4589973778943158,0.5218322148645245,21,4,0
KCMD,K,F3,오포,6.0968,361.1776,0.4605365486712862,0.5224841234250004,70,4,0
KCMD,Y,F2,산천,5.2544,368.7793,0.4521043780722684,0.5300533245177796,61,4,0
KCMD,K,F3,산천,6.7863,367.193,0.5081105579621128,0.4748083015452253,26,6,1
KCMD,C,F1,오포,5.5977,356.8910625,0.4654301603351149,0.5155150404448938,21,4,0
KCMD,Y,F3,오포,5.8671,354.1815,0.2643879847297569,0.7116365280289331,67,5,1
JJBB,K,F3,창하,5.0088,1624.3568,0.1650022457229186,0.8290580213139521,36,4,0
KCMD,Y,F3,산천,6.41,364.5857999999999,0.4611511293400553,0.5192198581560282,48,4,0
JJBB,L,F3,산천,6.5099,1694.5335,0.1549524252485119,0.8384504435856964,22,4,0
KCMD,K,F3,산천,6.6551,372.9265,0.5078304834041034,0.4755320505463958,49,6,1
GBMD,L,F3,오포,5.4996,566.2726,0.1843567358682162,0.798646902854564,34,5,0
KCMD,K,F2,산천,6.9449,373.4725,0.5050279029285275,0.4780264437845586,102,6,0
GGMD,K,F3,수성,6.6374,2297.393,0.1457683618952544,0.849423400439983,18,6,0
GBMD,K,F2,수성,5.9636,662.3596,0.3212817390429225,0.6665924621345545,26,4,0
KCMD,C,F3,오포,5.4223,360.1773,0.459272164768766,0.5231485300952824,12,4,0
KCMD,Y,F2,창하,5.7506,339.41526250000004,0.2715938797001797,0.7008512719651449,41,5,0
KCMD,L,F1,오포,5.9806,351.9558,0.4773149672818911,0.5039530921118573,14,4,0
GBMD,L,F3,산천,6.9627,562.4585999999999,0.4118346496112468,0.5746586021230727,66,6,0
KCMD,C,F2,창하,6.7621,346.9765,0.4669724063283069,0.5144737037201785,64,4,0
GBMD,K,F3,오포,6.1728,559.7883999999999,0.1827220151651458,0.7993665481443402,41,5,0
JJBB,K,F3,수성,6.0741,1639.4605,0.1654205947437024,0.8282864490183597,97,4,1
KCMD,K,F3,창하,6.181,345.7597,0.4700278238219275,0.5117210809850817,125,4,0
JJBB,L,F2,오포,6.9028,1641.6009,0.1927101180602985,0.8008590594204312,54,6,0
KCMD,C,F2,수성,6.0713,375.6092,0.2530995322695513,0.7229788462648933,34,5,1
KCMD,L,F3,산천,5.6176,363.3967625,0.2532502528106597,0.7205535314179208,3,5,0
GBMD,P,F3,오포,6.7416,570.3874999999999,0.4054628298828782,0.5814169801127386,24,6,0
KCMD,K,F3,산천,5.5555,372.9185,0.4501842704351187,0.5339382615294304,57,4,0
KCMD,C,F3,창하,6.4345,381.4087,0.5081729941486907,0.4758508103252529,16,6,0
GGMD,Y,F3,수성,5.8239,2297.0833,0.0539132661842202,0.941296417712286,14,5,0
KCMD,L,F1,오포,6.5031,349.6272,0.4734349667447715,0.5088373040706728,74,4,0
KCMD,Y,F3,창하,6.7401,341.16549999999995,0.528678693060877,0.4538706630481055,166,6,0
KCMD,L,F1,수성,6.9471,369.598,0.5183631832655784,0.4651781556391829,1,6,0
GBMD,K,F3,창하,6.2258,577.4380000000001,0.3509227822181122,0.6357068938943569,52,4,0
KCMD,L,F3,수성,6.9392,370.96629999999993,0.5082340221355001,0.4746545966348921,56,6,1
JJBB,Y,F3,수성,6.5304,1640.3298,0.1629335249875998,0.8302188502768527,40,4,0
KCMD,C,F3,창하,6.7904,384.5184,0.5005224489795919,0.4829116483516484,38,6,0
JJBB,C,F2,산천,6.3868,1693.0253,0.0716233412799494,0.9214946714128648,81,5,0
KCMD,Y,F3,창하,6.9003,334.51429999999993,0.538718934832772,0.4436176166352809,5,6,0
KCMD,K,F3,창하,6.7919,349.59350000000006,0.5212390549267687,0.4616985168847978,10,6,0
GBMD,K,F3,산천,6.6029,571.5536000000001,0.4082606978675145,0.5787415703031653,124,6,1
KCMD,K,F2,산천,6.8508,375.3905000000001,0.5055038424347295,0.4776203623594077,80,6,0
JJBB,C,F3,수성,6.1671,1644.7323,0.0735402104745182,0.9196977644072156,32,5,1
GBMD,Y,F3,수성,5.8677,657.8116,0.1642045468732443,0.8212482053458845,99,5,0
KCMD,K,F3,오포,6.2472,348.46009999999995,0.4701981707317073,0.5107588238742964,24,4,0
KCMD,C,F3,수성,6.9338,382.5095,0.4975866228209393,0.4856585111920874,62,6,0
JJBB,L,F2,오포,6.7103,1636.9211,0.1903719006236781,0.8032352262857535,57,6,0
JJBB,L,F3,오포,6.816,1637.0046,0.1936494146160311,0.7998967026953071,88,6,0
GGMD,L,F1,창하,5.8123,2348.1106,0.1221363430110166,0.8733386147746461,106,4,0
JJBB,K,F2,수성,5.6203,1636.5466,0.1593549834310476,0.8343342340045884,22,4,1
JJBB,K,F3,산천,6.7231,1682.6867,0.1891665391750014,0.8044819854277027,106,6,0
KCMD,Y,F2,산천,6.6847,362.88950000000006,0.4609908757813061,0.5214304188519291,2,4,0
KCMD,L,F3,창하,6.6581,348.00600000000003,0.4737208114419147,0.5078896672504378,43,4,0
KCMD,C,F3,수성,6.0771,372.7618,0.4611476625575441,0.5215859067821512,73,4,0
GBMD,C,F3,창하,6.769,587.1413,0.4006830140077277,0.5862092273285476,7,6,0
KCMD,P,F3,오포,6.7078,359.1767999999999,0.51249161820944,0.4703976111896903,1,6,1
JJBB,L,F3,오포,6.586,1642.443,0.1655447295370617,0.8274563838523272,25,4,0
KCMD,L,F2,산천,6.7457,366.3365,0.5091113268608414,0.4742220064724919,14,6,1
KCMD,Y,F2,산천,6.1588,365.4282,0.460106250980504,0.5211691886418415,111,4,1
KCMD,K,F3,창하,6.6698,377.2018000000001,0.2467915120593691,0.7289768862090291,103,5,0
KCMD,L,F3,수성,6.7509,376.6634000000001,0.5056946752768932,0.4778718869336852,48,6,0
KCMD,K,F3,수성,5.9887,381.3776000000001,0.2464455466401117,0.730342595606963,286,5,0
KCMD,C,F3,오포,7.1599,352.8534,0.5202308649250311,0.4620616774700452,88,6,0
KCMD,L,F3,창하,6.2499,343.0715,0.2643962771458117,0.7095584281282317,32,5,0
KCMD,L,F3,창하,6.9034,387.1046,0.4950537254704132,0.4882013317863088,7,6,0
GGMD,C,F2,산천,6.4626,2355.7692,0.0526384688015107,0.9425037207739212,46,5,1
KCMD,C,F3,오포,6.3182,360.2506,0.2604128058921359,0.7132545339352181,28,5,0
JJBB,P,F3,수성,6.1178,1777.4969999999998,0.0,0.9934035656401944,24,5,0
KCMD,L,F3,수성,5.6602,376.8189,0.2519619669611986,0.7238165578179023,25,5,0
KCMD,L,F1,오포,6.9012,352.7719,0.5219368792472556,0.4610192106638787,107,6,0
GGMD,K,F3,수성,6.8266,2297.3024,0.1450648331803783,0.8501222653127682,59,6,1
KCMD,L,F3,수성,6.1284,377.4952,0.2507346349908627,0.7261617774357988,30,5,0
JJBB,C,F3,오포,6.6572,1641.0638,0.1931346865898813,0.800569694663564,128,6,0
GBMD,K,F3,산천,5.783,564.3131,0.1825723851271793,0.8005463108765658,57,5,0
KCMD,C,F2,창하,5.8208,380.3594,0.4519227163982819,0.532142367474852,27,4,0
KCMD,L,F3,산천,5.9713,366.7817,0.4571166940261223,0.5235624866176576,2,4,0
JJBB,K,F3,수성,6.026,1649.1079,0.1623213655743818,0.8311114190966727,19,4,0
GGMD,L,F3,창하,6.0103,2358.2884,0.1228975403618225,0.8726547588651695,20,4,0
JJBB,K,F3,오포,5.5844,1637.6832,0.0723572163296966,0.9205173431360976,25,5,0
KCMD,C,F3,창하,6.8338,335.2258,0.5338211055814203,0.448474608016268,73,6,1
KCMD,K,F3,오포,6.8725,350.16170000000005,0.52015285025431,0.4625955479225841,80,6,0
KCMD,L,F3,오포,6.7723,357.12890000000004,0.5182269992968933,0.4649994791802297,67,6,0
GGMD,C,F2,산천,5.7246,2356.8547000000003,0.1187489628022756,0.8769594013834264,22,4,0
KCMD,L,F2,수성,6.8217,376.1722,0.5067658911192213,0.4766983475263585,34,6,0
KCMD,C,F3,수성,6.595,376.1784,0.5070572514249525,0.4764767574414185,22,6,0
JJBB,P,F3,산천,7.0075,1691.5176,0.1913129707986262,0.8023820275885624,46,6,1
GGMD,C,F2,창하,5.9114,2345.1773000000003,0.0528862089197161,0.942436284871525,18,5,0
GGMD,Y,F3,창하,6.8097,2342.7096,0.1450732721703659,0.8502001829082411,5,6,0
JJBB,Y,F2,수성,5.9436,1645.0376,0.0735442047176298,0.9197296224442444,32,5,0
JJBB,C,F3,수성,6.8802,1644.129,0.1925190858289851,0.8010099533755244,1,6,1
KCMD,L,F1,창하,6.0672,381.936,0.4507726994377331,0.5315593163725435,18,4,0
KCMD,C,F3,수성,5.7132,378.4786,0.4546709818120815,0.5291112944038249,57,4,0
GBMD,C,F3,산천,5.9059,558.2383,0.1870975495285367,0.7939332698078592,63,5,0
JJBB,C,F3,산천,6.0709,1695.6726,0.0714800688909534,0.9212657897739313,125,5,0
KCMD,L,F3,오포,6.7341,359.5061,0.4652815809868251,0.5159535290909613,20,4,0
JJBB,K,F3,수성,6.0013,1649.7914999999998,0.1618847436788906,0.831288357468936,20,4,0
KCMD,C,F2,산천,5.9975,371.9665,0.2555319190270816,0.722629871391382,168,5,1
KCMD,C,F2,오포,6.9478,365.8737,0.5109003754790261,0.4720890053031574,21,6,0
KCMD,L,F3,산천,6.1753,362.3272,0.2552047237822121,0.7215660971043931,75,5,1
JJBB,K,F3,창하,5.7918,1697.8766,0.1561832087417897,0.8372337718692676,64,4,0
KCMD,K,F3,창하,6.297,341.4192,0.2666288193291265,0.7086914646296911,26,5,0
GBMD,C,F3,수성,5.8092,662.1194,0.3280286198643797,0.660270642201835,2,4,0
KCMD,C,F3,수성,6.8484,371.2578,0.5070838354057172,0.4759105242917574,44,6,0
JJBB,L,F3,수성,5.9619,1647.2935,0.0729246873604287,0.9196591670388566,106,5,0
KCMD,L,F1,산천,6.3247,365.6435,0.2574750034376412,0.7182578034454987,54,5,0
JJBB,Y,F3,수성,6.0024,1640.6476,0.0737271229560559,0.919367231891692,48,5,0
GBMD,K,F3,오포,6.9175,563.7221,0.4057327550684028,0.5807257499587934,2,6,0
GBMD,K,F3,오포,6.9027,559.1437000000001,0.4108964580180959,0.5755527076964252,30,6,0
KCMD,C,F3,수성,5.3913,384.7214,0.2493939681155574,0.7292881921407313,75,5,0
KCMD,L,F3,창하,5.5752,343.5103625,0.4738386758913688,0.5067346656537196,9,4,0
KCMD,K,F3,산천,6.8254,357.83380000000005,0.5177228688471291,0.4653537941348593,115,6,0
GBMD,K,F3,오포,6.9751,560.7147,0.4097567876212718,0.5768729102151257,20,6,1
JJBB,Y,F2,오포,6.9717,1650.1246,0.1931922974316688,0.8003902699294255,29,6,0
KCMD,K,F3,수성,6.2254,376.6663,0.2482546923627085,0.7280967660874104,36,5,0
KCMD,L,F3,오포,6.8271,357.1408,0.5168120157566588,0.4658398768684945,31,6,1
KCMD,Y,F3,창하,6.7016,344.0432,0.5280620492907521,0.4543983939562036,133,6,0
GBMD,L,F2,창하,6.1516,584.0101999999999,0.3528714935763078,0.6342352928399996,14,4,1
JJBB,C,F2,창하,6.0682,1650.6993000000002,0.0733052977733188,0.920045313936962,8,5,0
GBMD,C,F2,창하,6.5651,581.8262,0.1812102674327285,0.8016453795174913,15,5,0
JJBB,K,F3,산천,5.8068,1694.9726999999998,0.0699209753279523,0.9237562879114052,85,5,0
GBMD,K,F3,수성,5.8191,661.6003000000001,0.3229237386070161,0.6648380613588175,89,4,1
KCMD,L,F2,오포,6.8112,348.9279,0.5228138716437977,0.4599205188026415,259,6,0
JJBB,L,F3,수성,5.7121,1650.9492,0.0717560422749884,0.921736110723398,38,5,0
